geneid	Sam_11F	Sam_12F	Sam_14F	Sam_15F	Sam_1F	Sam_20F	Sam_22F	Sam_23F	Sam_24F	Sam_25F	Sam_27F	Sam_28F	Sam_29F	Sam_31F	Sam_34F	Sam_36F	Sam_38F	Sam_39F	Sam_42F	Sam_43F	Sam_44F	Sam_45F	Sam_50F	Sam_55F	Sam_7F
FLCN	0.000939874	0.001249076	0.000858912	0.000601762	0.002982582	0.001687417	0.000845307	0.000920452	0.000976854	0.001294078	0.000689052	0.001204598	0.000459024	0.00064784	0.000866647	0.000394423	0.001217081	0.001274339	0.000514666	0.000671441	0.000848069	0.000663664	0.000277311	0.000468441	0.000944724
FLT1	0.000156899	0.000418693	0.000431255	0.000439478	0.000610023	0.000148904	0.000185022	0.000159336	0.000313034	0.000113813	0.000181523	0.000306037	0.00011316	0.000303105	0.000201077	0.000105217	0.000138355	0.000310196	0.000227972	0.000468449	0.000419403	0.000337021	0.000241826	0.000137602	0.000440239
FLT3	1.60E-05	6.64E-05	7.02E-05	2.80E-05	0.000144499	2.71E-05	3.40E-05	2.79E-05	2.05E-05	2.29E-05	6.06E-05	5.63E-05	1.41E-05	5.05E-05	1.19E-05	2.93E-05	2.21E-05	2.45E-05	2.90E-05	4.76E-05	5.14E-05	0.00011527	3.79E-05	5.14E-05	1.81E-05
FLT4	6.93E-05	0.000164039	3.76E-05	4.57E-05	0.000451433	6.26E-05	5.88E-05	4.56E-05	0.000126733	4.23E-05	3.76E-05	9.12E-05	4.38E-05	8.71E-05	8.90E-05	0.000128173	3.60E-05	0.000131784	4.55E-05	9.32E-05	8.17E-05	0.000100186	4.15E-05	4.93E-05	4.68E-05
FOXA1	0.000912246	0.000919373	0.000602805	0.000665998	0.001067485	0.000781843	0.00069463	0.001175961	0.000918768	0.001031834	0.000999573	0.000683625	0.000663064	0.000671438	0.000423894	0.000327708	0.001128402	0.000895233	0.000873689	0.001214132	0.000794533	0.00069232	0.000839815	0.000685686	0.000463785
FOXL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	0.000923047	0.001270883	0.0017637	0.001376369	0.003167799	0.000915817	0.001089822	0.001778129	0.00119696	0.001065518	0.001622646	0.001643488	0.000889075	0.001292382	0.000668341	0.000440754	0.001121658	0.001743929	0.001138916	0.001854838	0.001316649	0.001238839	0.001040959	0.001303948	0.001238615
FOXP1	0.001532258	0.001379839	0.001455292	0.002653725	0.001168856	0.00181211	0.002025177	0.003316688	0.002112167	0.001974873	0.002762016	0.002110882	0.001674941	0.001639401	0.001923964	8.11E-05	0.002116628	0.003302264	0.002633061	0.003143605	0.002050928	0.002379817	0.001455179	0.002154494	0.00185177
FRS2	0.000181415	0.000237676	0.000242043	0.000313387	0.00046091	0.000182595	0.00029134	0.000327896	0.00019399	0.000228133	0.000350759	0.00018273	0.000205334	0.000184563	0.000220684	3.60E-05	0.00022224	0.000371073	0.00032654	0.000347176	0.000272766	0.000391029	0.000188546	0.000281989	0.000231042
FUBP1	0.002803678	0.002023021	0.002100841	0.002929999	0.001278054	0.002713285	0.002980805	0.002989677	0.003275499	0.002679258	0.003555496	0.002676693	0.001347459	0.002573977	0.003200845	9.40E-05	0.002613606	0.003317842	0.002698026	0.003045324	0.003014894	0.002216706	0.001916411	0.001801679	0.002170125
FYN	0.000116318	0.000451034	0.000357335	0.000483325	0.000256023	0.000224067	0.000239012	0.000258201	0.000330884	0.000158241	0.000344105	0.000398253	0.000133907	0.000357633	0.00057922	3.05E-05	0.00017931	0.000435949	0.000212433	0.000378232	0.00046797	0.000374706	0.000352898	0.000387612	0.00029487
GABRA6	4.43E-05	5.67E-06	7.05E-07	1.37E-05	0.00087507	3.97E-05	1.99E-07	6.29E-07	7.04E-07	0	0	2.56E-06	1.83E-05	2.67E-06	6.41E-07	0.000123038	1.44E-05	6.79E-07	3.56E-06	2.99E-06	6.12E-06	0.000120132	4.66E-07	3.08E-07	1.38E-05
GATA1	4.70E-05	2.19E-05	5.02E-06	1.26E-05	0.000692919	4.32E-05	9.96E-06	2.00E-05	7.27E-06	1.48E-05	1.75E-05	2.01E-05	3.28E-05	1.70E-05	4.75E-06	0.000208208	2.76E-05	2.54E-05	1.78E-05	1.88E-05	2.44E-05	2.89E-05	1.26E-05	1.95E-05	8.43E-06
GATA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA3	5.77E-05	0.000115906	5.61E-05	4.03E-05	0.000760638	7.22E-05	4.51E-05	5.26E-05	7.01E-05	4.04E-05	6.73E-05	7.25E-05	4.60E-05	5.78E-05	2.43E-05	0.000142134	5.55E-05	0.000106405	4.93E-05	7.13E-05	0.000101745	0.000292572	5.06E-05	8.28E-05	3.93E-05
GATA4	8.18E-06	2.18E-06	0.000155669	6.12E-07	0.000125037	6.87E-06	0	1.37E-07	1.65E-07	0	9.64E-07	2.80E-07	2.48E-06	1.50E-06	1.81E-07	1.05E-05	2.32E-06	5.42E-06	8.86E-07	5.19E-07	4.23E-07	2.86E-05	1.33E-07	1.15E-07	3.57E-07
GATA6	0.000601165	0.000478621	0.000571557	0.0007222	0.000864605	0.000740857	0.000862519	0.000791216	0.000685908	0.000921548	0.000701253	0.000614776	0.000409997	0.000581999	0.000426195	6.50E-05	0.000788644	0.000697118	0.000673836	0.000840467	0.000714012	0.000673204	0.000444694	0.000454011	0.000752497
GLI1	0.000297103	0.000683026	0.000404332	0.000251274	0.001943036	0.000344627	0.000386905	0.000278391	0.00024375	0.000237249	0.00040635	0.000346514	0.000365869	0.000233124	0.00017315	0.000330935	0.000344707	0.000379476	0.000284202	0.000533624	0.000306755	0.000982414	9.63E-05	0.000235655	0.000180416
GNA11	0.002644653	0.002821741	0.006108879	0.00203535	0.002310984	0.002592373	0.002533282	0.002131975	0.002613692	0.002485765	0.001543294	0.004465073	0.000897766	0.00358187	0.001594526	0.00014967	0.002499232	0.001469269	0.00211504	0.002220334	0.002134349	0.001363611	0.002163319	0.002125734	0.003535839
GNA13	0.000370368	0.000595245	0.000780465	0.000521162	0.000564809	0.000377114	0.000515734	0.000484804	0.000375223	0.000426092	0.000534655	0.000593192	0.000278817	0.000501243	0.000367944	0.000974763	0.000400425	0.000579438	0.000535206	0.00055585	0.000529186	0.000703905	0.000376633	0.000521254	0.000586903
GNAQ	0.000963135	0.001003295	0.001658442	0.0015299	0.000507321	0.001019451	0.001301086	0.001464029	0.001365812	0.001083311	0.001511664	0.001434814	0.000902442	0.001262949	0.000932148	6.32E-05	0.001147837	0.001644761	0.00209302	0.00218441	0.001457669	0.00128497	0.000909755	0.001549572	0.001446867
GNAS	0.022260914	0.029934696	0.026208619	0.02692549	0.011346754	0.022342836	0.017871594	0.021765446	0.022617268	0.020974362	0.023517388	0.022114744	0.009395631	0.019676012	0.018814857	0.000816729	0.023421587	0.025797427	0.024064021	0.027708689	0.018482062	0.026564867	0.019688356	0.025186251	0.023809558
GPS2	0.001825928	0.001477228	0.002753452	0.002246823	0.000869793	0.001720094	0.002205221	0.002548132	0.001687982	0.002613622	0.002734727	0.002794152	0.002155942	0.001939031	0.001757538	6.76E-05	0.002162446	0.002825605	0.002764113	0.00331844	0.002263588	0.002645556	0.001807013	0.002647083	0.001994813
GREM1	0.00011042	0.001818922	7.23E-05	0.00048478	0.001071633	0.000103288	0.000143757	5.94E-05	0.000172791	2.41E-05	0.000169687	0.000254421	0.000176368	0.000174623	0.000522167	0.000160625	9.16E-05	8.18E-05	0.000604692	0.000393936	0.000316978	0.000603162	0.000286831	0.000269559	0.000366441
GRIN2A	0.00010115	5.78E-05	9.03E-05	3.26E-05	0.001881047	8.05E-05	4.40E-06	1.46E-05	5.18E-06	3.97E-06	3.81E-06	2.04E-05	2.68E-05	2.35E-05	8.30E-06	0.000243515	3.73E-05	2.56E-05	3.17E-05	2.14E-05	3.14E-05	0.00018525	6.11E-06	1.22E-05	1.50E-05
GRM3	0.000145416	4.62E-05	5.90E-06	4.46E-05	0.002359475	0.000158239	4.46E-05	1.07E-05	2.48E-06	1.16E-06	6.81E-06	1.08E-05	5.76E-05	1.62E-05	4.40E-06	0.000250022	4.95E-05	1.95E-05	1.22E-05	5.16E-05	2.00E-05	0.000249596	3.30E-06	1.48E-05	3.00E-05
GSK3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTP1	0.005164328	0.004073148	0.004566847	0.003509877	0.001896982	0.004312409	0.00544658	0.002553666	0.004537917	0.004337068	0.003158323	0.004368327	0.001360035	0.004553913	0.006015206	4.59E-05	0.005584184	0.002904644	0.003738241	0.002886339	0.00299222	0.002472018	0.003753616	0.00460157	0.006748439
H3F3A	0.00286413	0.003767331	0.003101199	0.00550345	0.001674559	0.002815645	0.004106186	0.003791648	0.002930542	0.004278862	0.003314976	0.002943484	0.001479092	0.002540625	0.002263362	0.000206295	0.003613185	0.003164885	0.005744751	0.004304347	0.005700923	0.004753577	0.003231843	0.004885949	0.003648004
H3F3B	0.00349418	0.003097809	0.002453631	0.002847114	0.001757797	0.003037417	0.002499939	0.002356746	0.003409404	0.002212751	0.002253805	0.002835669	0.001007027	0.002885007	0.003291939	0.000260209	0.003002687	0.002631975	0.002111352	0.002376948	0.002133471	0.003896626	0.002571604	0.003155	0.002359575
H3F3C	0.000114435	3.19E-05	2.13E-05	3.11E-05	0.001754565	8.95E-05	2.98E-05	2.61E-05	2.87E-05	1.82E-05	1.67E-05	3.49E-05	3.50E-05	4.07E-05	3.77E-05	0.000310401	5.10E-05	3.42E-05	3.49E-05	2.41E-05	3.24E-05	0.000204377	2.78E-05	3.51E-05	2.65E-05
HGF	0.000322825	0.000291664	0.000169033	0.000186565	0.001335448	0.000229098	0.000102006	0.000177404	0.000165128	6.64E-05	0.000232209	0.000103783	8.29E-05	0.000251877	0.000165749	0.000126739	0.00014624	0.000163257	0.000177158	0.000236804	0.000142436	0.000363567	0.000163184	0.000164242	0.000209997
HIST1H1C	0.022651933	0.025230869	0.015747572	0.014008126	0.012004624	0.023878423	0.01511622	0.015956773	0.01650467	0.018106303	0.012737854	0.015215193	0.006701648	0.0229952	0.02490042	0.001931505	0.01533392	0.010311755	0.017273953	0.008709709	0.011851274	0.009505033	0.034500663	0.015837209	0.015898086
HIST1H2BD	0.016724785	0.012584238	0.009740864	0.010478263	0.009109836	0.018766959	0.011893673	0.012029564	0.017842073	0.013739688	0.011082543	0.009545313	0.005686957	0.015650601	0.018994596	0.00143803	0.012038585	0.008725401	0.014340794	0.007295956	0.008056522	0.008071534	0.031481337	0.016252159	0.010530044
HIST1H3A	0.002200161	0.002804468	0.002057133	0.001158048	0.003070877	0.002590743	0.001681698	0.000993771	0.0014473	0.003880971	0.002163044	0.001068642	0.001350212	0.00294017	0.005320128	0.001462054	0.001993686	0.001694191	0.002075054	0.000589344	0.000688696	0.002172171	0.00452952	0.003556307	0.00139587
HIST1H3B	0.017607311	0.013972606	0.008020048	0.007740269	0.008106459	0.015698898	0.007856316	0.007410836	0.00602891	0.015681599	0.009502655	0.004192519	0.00383948	0.014416232	0.019507267	0.001285162	0.009572032	0.008508049	0.011568775	0.002712337	0.003648953	0.006523884	0.033589306	0.011562375	0.007628943
HIST1H3C	0.014960941	0.015300396	0.009453012	0.005432156	0.007841267	0.015599292	0.009425036	0.003778003	0.007036866	0.015772287	0.009384603	0.006112265	0.002626411	0.014711055	0.024772924	0.000787202	0.010751554	0.005758949	0.013405781	0.003294524	0.004679827	0.005160629	0.028318299	0.01132012	0.007923142
HIST1H3D	0.00678731	0.006718682	0.002770328	0.002640958	0.004028713	0.007395314	0.003525858	0.003249727	0.003409421	0.005337317	0.003981113	0.002286754	0.0015682	0.005455538	0.007893361	0.001021888	0.004325122	0.003693504	0.004329583	0.001230428	0.001718481	0.002723025	0.012803005	0.00488353	0.003199414
HIST1H3E	0.000568647	0.000638656	0.0004824	0.00031499	0.002789717	0.000598023	0.000303016	0.0003062	0.000377684	0.000581682	0.000384454	0.00045798	0.000575807	0.000482214	0.000382507	0.000831382	0.000329368	0.000807966	0.000338203	0.000269066	0.000304067	0.000965175	0.000330751	0.000443007	0.000286479
HIST1H3F	0.00867142	0.009069302	0.004565401	0.002511021	0.00408355	0.00818186	0.003098086	0.004298994	0.003701698	0.007979598	0.005080913	0.002900439	0.002365923	0.008136178	0.009488036	0.001655154	0.005305206	0.004950229	0.006136623	0.00167568	0.002338573	0.004920899	0.014831312	0.007611213	0.004500575
HIST1H3G	0.011332487	0.009457288	0.005539119	0.005137845	0.00589169	0.011089463	0.0059693	0.005955044	0.004461748	0.009135062	0.007123351	0.002923412	0.003480741	0.010888004	0.013252948	0.001393141	0.006685728	0.005523518	0.008225444	0.001869827	0.002535212	0.004691122	0.02253273	0.008367662	0.004975641
HIST1H3H	0.008817112	0.007758726	0.004035347	0.00399487	0.004766943	0.010936056	0.004209004	0.004727393	0.004704271	0.006799488	0.005244017	0.002973716	0.002276932	0.008846363	0.010157176	0.00102186	0.006082463	0.005103198	0.005405395	0.001948417	0.002285563	0.003312863	0.017295816	0.007564709	0.003936603
HIST1H3I	0.008474762	0.011745919	0.009711791	0.006507415	0.006573125	0.007170225	0.008171251	0.006627249	0.004117454	0.011272609	0.010469241	0.006427718	0.003223374	0.015351516	0.012200156	0.000940976	0.008046638	0.006115527	0.008925885	0.002708648	0.005470719	0.0060836	0.022950594	0.011880201	0.008046011
HIST1H3J	0.004166023	0.003730893	0.003007538	0.002360841	0.00429177	0.004794262	0.003087438	0.002106302	0.00138737	0.004189581	0.003189566	0.001370475	0.001664138	0.00467164	0.006950861	0.001191065	0.003337388	0.002319012	0.004042055	0.000791499	0.001390073	0.002553753	0.010255083	0.003961422	0.002332766
HIST2H3D	0.006848989	0.003579857	0.002862399	0.001664793	0.005675112	0.006593789	0.003316243	0.002126041	0.002144334	0.00468077	0.003307822	0.001729765	0.001407543	0.004347535	0.00789949	0.000900603	0.003715687	0.002934664	0.003267883	0.00091977	0.001344475	0.002483205	0.00886017	0.003574252	0.002810607
HIST3H3	0.000184543	8.57E-05	6.35E-05	7.05E-05	0.002489448	0.00026478	9.75E-05	7.27E-05	8.55E-05	6.58E-05	4.16E-05	0.000113126	0.000187472	0.000104019	4.78E-05	0.000432765	0.000165912	9.05E-05	3.70E-05	3.68E-05	9.17E-05	3.89E-06	1.04E-05	9.70E-06	7.63E-05
HLA-A	0.029781687	0.02259033	0.018971542	0.023946765	0.02374779	0.023334129	0.01950502	0.023857479	0.030451372	0.019199979	0.016901901	0.038454249	0.005754407	0.028165429	0.026373606	0.001216532	0.028605705	0.0155684	0.015417858	0.016608943	0.025083035	0.017747298	0.013124449	0.017330291	0.027751032
HNF1A	0.000944237	0.000586632	0.000518407	0.000672792	0.00308782	0.001075363	0.001152204	0.00103397	0.001166715	0.001381549	0.000725742	0.000647193	0.000735962	0.00049432	0.000836101	0.000530574	0.001241357	0.001539947	0.000730597	0.000617258	0.000617709	0.000667962	0.000418211	0.000342481	0.000702542
HOXB13	0.00044319	7.35E-05	0.000249648	0.000352963	0.001391604	0.000807951	9.50E-05	0.000454461	0.000562275	1.31E-05	0.000803543	0.000106974	0.000523033	0.000242746	0.000184399	0.000173223	0.001326316	0.000450333	0.000318496	0.000264676	2.30E-05	0.000162361	4.42E-06	0.000577915	0.001125263
HRAS	0.000872521	0.000604665	0.000677969	0.000459579	0.001238114	0.000909029	0.000610522	0.000507343	0.000786045	0.00064747	0.000486415	0.000718463	0.000337859	0.000732958	0.000648379	0.000194948	0.000703817	0.000661304	0.000520901	0.000418814	0.0005189	0.000562516	0.000565861	0.000711772	0.00066896
HSD17B3	1.31E-05	1.31E-05	3.04E-05	6.22E-05	5.87E-05	2.88E-05	4.51E-05	6.81E-05	2.92E-05	4.04E-05	2.78E-05	4.15E-05	2.03E-05	2.70E-05	1.93E-05	4.78E-06	4.20E-05	0.000243459	2.14E-05	3.88E-05	3.46E-05	0.00010915	1.40E-05	1.22E-05	6.01E-06
HSD3B1	0.00010426	2.63E-05	1.97E-05	2.49E-05	0.001994349	7.54E-05	1.05E-05	4.66E-06	3.48E-06	2.68E-06	4.45E-07	1.10E-05	2.48E-05	1.56E-05	5.98E-06	0.000204552	3.09E-05	1.29E-05	1.16E-05	7.28E-06	2.45E-05	7.24E-05	1.79E-06	1.57E-06	3.10E-05
HSD3B2	4.78E-05	9.52E-05	3.24E-06	1.55E-05	0.001069773	4.17E-05	2.18E-06	2.43E-06	1.98E-06	8.04E-06	1.65E-06	8.30E-06	1.47E-05	6.24E-06	3.63E-06	0.000106247	1.72E-05	1.04E-05	6.26E-06	3.65E-06	5.27E-05	9.66E-05	3.42E-06	1.50E-06	1.65E-05
ICOSLG	3.90E-05	3.94E-05	1.88E-05	2.39E-05	7.08E-05	4.83E-05	4.01E-05	1.92E-05	4.44E-05	3.52E-05	2.49E-05	5.61E-05	2.26E-05	2.07E-05	2.70E-05	1.33E-05	5.19E-05	1.88E-05	1.37E-05	2.51E-05	2.57E-05	1.72E-05	1.97E-05	2.02E-05	3.06E-05
ID3	0.000212088	0.000157121	4.69E-05	7.80E-05	0.0004197	0.000360161	0.000166402	0.000276048	0.000228396	0.000172016	0.000122609	0.000115609	0.000125603	9.75E-05	9.25E-05	0.000243202	0.000381751	0.000287482	0.000112317	0.000135722	0.000109437	0.000285007	8.20E-05	0.000248495	1.95E-05
IDH1	0.004450602	0.004874046	0.008181871	0.005850838	0.001131103	0.003762165	0.003918653	0.002739748	0.003422962	0.00431414	0.00320167	0.003957058	0.000805323	0.006082892	0.004194684	7.05E-05	0.004484741	0.001710985	0.004065303	0.003752043	0.004205358	0.001955239	0.003261986	0.00300168	0.00634656
IDH2	0.010010502	0.004237445	0.00506862	0.003875633	0.003133453	0.00615631	0.004092956	0.005261248	0.003461166	0.005934463	0.006354697	0.004332161	0.001999702	0.006847431	0.003842308	0.000142138	0.008042256	0.004832523	0.005088783	0.002775959	0.003844169	0.003955158	0.005797637	0.006499899	0.008902482
IFNGR1	0.000957223	0.000980758	0.001285209	0.000972771	0.000322462	0.000751583	0.000870289	0.000781238	0.001386044	0.000550697	0.000674274	0.00120361	0.000381195	0.001118035	0.001192698	3.77E-05	0.000756114	0.000588955	0.000850844	0.001070244	0.000965435	0.00071473	0.000527687	0.000735018	0.001534888
IGF1	0.000151504	0.000766793	0.000221793	0.000244335	0.001255443	0.000146644	0.000108029	0.00010212	0.000201668	8.68E-05	0.000246864	0.000176362	0.00030148	9.22E-05	6.94E-05	0.000176357	0.000114152	0.000105027	0.000386487	0.000159601	0.000190803	0.000733063	0.000169933	0.00019075	0.000101332
IGF1R	0.001595202	0.001417526	0.001172541	0.002195821	0.002763121	0.001884344	0.002173257	0.002242752	0.001726045	0.002311389	0.001838175	0.001942897	0.001414482	0.000934947	0.001449309	0.000233216	0.001832482	0.002334572	0.001683085	0.00213368	0.002136279	0.002381507	0.001310686	0.001146847	0.001368603
IGF2	1.73E-05	0.000142951	2.73E-05	2.85E-05	0.000121444	4.05E-05	2.28E-05	2.22E-05	5.37E-05	4.49E-05	5.34E-05	3.82E-05	3.68E-05	4.70E-05	7.82E-05	5.33E-05	2.92E-05	6.74E-05	3.34E-05	5.98E-05	3.46E-05	0.000192982	4.48E-05	4.44E-05	2.92E-05
IKBKE	0.000444943	0.000393567	0.000280719	0.000290226	0.000763841	0.000609604	0.000441816	0.000633732	0.000627375	0.00053433	0.00048602	0.000460315	0.00041338	0.000339707	0.000468022	9.14E-05	0.000561775	0.000500928	0.000383282	0.000434836	0.00051174	0.000379743	0.000274049	0.000351036	0.000410301
IKZF1	9.65E-06	4.24E-05	2.19E-05	1.00E-05	3.55E-05	1.35E-05	2.15E-05	1.29E-05	2.09E-05	1.89E-05	3.14E-05	1.88E-05	8.31E-06	1.83E-05	8.81E-06	1.10E-05	1.87E-05	2.92E-05	1.86E-05	1.90E-05	4.41E-05	0.000157474	1.97E-05	4.11E-05	1.32E-05
IL10	1.08E-05	1.39E-05	7.78E-06	7.18E-06	0.00016908	1.45E-05	7.98E-06	1.70E-05	7.34E-06	3.39E-06	1.38E-05	8.33E-06	1.77E-05	1.08E-05	1.11E-05	3.90E-05	7.54E-06	2.89E-06	1.40E-05	9.57E-06	1.06E-05	4.20E-05	9.18E-06	2.60E-05	1.27E-05
IL7R	0.000824896	0.002897667	0.001460792	0.001621837	0.002156917	0.0008896	0.001585944	0.00111599	0.001413132	0.000957095	0.001853997	0.001398114	0.000746828	0.001557566	0.000511586	0.000132752	0.000860273	0.00170872	0.001216273	0.002730522	0.003070441	0.004004421	0.002130652	0.002875185	0.001082794
INHA	0.000108658	2.63E-05	8.65E-06	6.17E-06	0.001853549	9.39E-05	3.71E-07	5.08E-06	4.36E-06	4.66E-06	2.95E-06	1.63E-05	4.68E-05	1.26E-05	1.15E-05	0.000368577	2.58E-05	6.00E-05	9.13E-06	9.96E-06	1.60E-05	0.000111072	1.81E-06	2.47E-06	8.33E-06
INHBA	0.000522489	0.000367538	6.33E-05	0.000155452	0.002561753	0.000379402	0.00027981	0.000141462	0.000465463	0.000125798	0.000203076	0.000197592	0.000146196	0.000143662	0.000741935	0.000230904	0.000212415	0.000148623	0.000191277	0.000174044	0.00022648	0.000422323	0.000101312	0.000122409	0.000341951
INPP4A	0.000233135	0.000303389	0.000320606	0.000236119	0.000362917	0.000315405	0.000304292	0.000315951	0.000310767	0.00031071	0.000387623	0.000292435	0.000180545	0.000286878	0.000242526	2.45E-05	0.000333256	0.000403237	0.000235771	0.000207053	0.000366759	0.000361143	0.00017955	0.000197919	0.000222561
INPP4B	0.000388453	0.000364849	0.000734514	0.000575268	0.000294068	0.000476797	0.000573167	0.000663138	0.000556834	0.000624444	0.000506086	0.000568735	0.000329669	0.0006132	0.00042211	1.49E-05	0.000610639	0.000847499	0.000857258	0.000981475	0.00092757	0.00091963	0.000247184	0.000302209	0.000486639
INSR	0.001251894	0.001586054	0.001369032	0.001833988	0.001796482	0.001377729	0.001986602	0.002612669	0.001926048	0.001617456	0.001824988	0.001875546	0.001572188	0.000934064	0.000912556	0.000172895	0.002039217	0.003049096	0.001741991	0.002938316	0.00154279	0.001327417	0.000777563	0.001221007	0.001811765
IRF2	0.001196877	0.00152155	0.001794144	0.001887751	0.001213639	0.001219947	0.00171503	0.001717099	0.001639988	0.001476117	0.001748189	0.001849109	0.001083718	0.001553305	0.00118593	0.000238008	0.001400075	0.001753847	0.001908869	0.002064849	0.002141563	0.002384038	0.001080841	0.001566094	0.00192825
IRF4	0.000314191	0.000465812	0.001536541	0.000230865	0.001327071	0.000465144	0.000477357	0.000524192	0.00069951	0.000513843	0.00096414	0.000736339	0.0003214	0.00042351	0.000253653	9.48E-05	0.000877597	0.000388728	0.000563471	0.000341166	0.000707568	0.000668813	0.000508198	0.000524444	0.000244332
IRS1	0.000217687	0.000196487	0.000531915	0.00022189	0.001204256	0.000300755	0.000279276	0.000295798	0.000621523	0.00011567	0.000203934	0.000711919	0.000448154	0.000334179	0.000284601	0.000134655	0.000310008	0.000264984	0.00015022	0.000234207	0.000139032	0.000210858	0.000138645	0.000134633	0.000640389
IRS2	0.000105189	6.97E-05	0.000209343	8.42E-05	0.000428765	9.55E-05	0.000210985	0.000119446	0.000298002	0.000155974	4.88E-05	0.000482706	0.000124057	0.000116318	0.00011977	4.40E-05	9.63E-05	0.000103157	4.68E-05	7.94E-05	0.000141586	8.73E-05	3.96E-05	3.92E-05	0.00014134
JAK1	0.003738295	0.004570794	0.003799738	0.004702339	0.001830854	0.00380817	0.004168479	0.0041058	0.004889132	0.003584043	0.00387776	0.004288422	0.001438709	0.003696782	0.003778753	9.99E-05	0.004117933	0.002839622	0.003927459	0.005342531	0.005023739	0.00251748	0.00321725	0.003403982	0.004609274
JAK2	0.000671849	0.000873952	0.001438919	0.001062229	0.000550645	0.000661147	0.000951283	0.001124167	0.00080998	0.000917102	0.001372283	0.001135615	0.000773087	0.001225838	0.000729725	5.54E-05	0.000865551	0.001306921	0.00122821	0.001213226	0.001545728	0.001573537	0.000600342	0.000766437	0.001539833
JAK3	0.000298335	0.00051475	0.000328912	0.000162295	0.001265556	0.000402714	0.000352226	0.000472274	0.000609092	0.000446086	0.000627393	0.000388012	0.000421516	0.000519836	0.000252029	0.000303515	0.000393368	0.000722342	0.000198537	0.000405414	0.000674964	0.000836162	0.000305441	0.000391488	0.000211577
JUN	0.003323624	0.00156303	0.001215306	0.002983224	0.005407693	0.004457953	0.004014202	0.006799753	0.005018684	0.003253808	0.003191894	0.003913464	0.002190739	0.001948842	0.002831309	0.000393659	0.003349685	0.002485154	0.002037842	0.002845913	0.004858816	0.001938622	0.002172911	0.001874942	0.002017865
KCNJ5	5.72E-05	2.60E-05	8.89E-06	5.76E-06	0.0011142	5.11E-05	4.81E-06	7.63E-06	7.41E-06	3.65E-06	1.69E-05	1.13E-05	1.78E-05	9.26E-06	1.01E-05	0.000146197	1.90E-05	1.58E-05	1.13E-05	1.04E-05	1.05E-05	7.31E-05	1.15E-06	1.33E-05	1.85E-05
KDM5A	0.000505821	0.000583343	0.000509346	0.000759809	0.000467045	0.000561579	0.000809636	0.000806789	0.000551706	0.000627876	0.000884436	0.000551643	0.000581147	0.000420434	0.000541737	5.23E-05	0.0006757	0.001210457	0.000724899	0.000732137	0.000734558	0.000854327	0.000411182	0.000452048	0.000609486
KDM5C	0.000533116	0.000419478	0.000473887	0.000500571	0.000470192	0.000482384	0.000720359	0.001047692	0.000867288	0.000564026	0.000618276	0.000477195	0.000621792	0.000379536	0.000398963	3.20E-05	0.000557632	0.000796637	0.00057598	0.000941939	0.000565842	0.000498878	0.000385578	0.0006528	0.000618624
KDM6A	0.000938903	0.001125217	0.001671686	0.001485603	0.001269439	0.001101616	0.00153175	0.002880676	0.002044662	0.001518196	0.001881097	0.001441763	0.001925587	0.00114568	0.000858485	0.000285828	0.00124645	0.002137594	0.002390865	0.002696515	0.001917589	0.001703051	0.000864807	0.001692177	0.002015164
KDR	0.000238391	0.000784058	0.000351312	0.00051362	0.000470009	0.000185785	0.00021522	0.000169982	0.000387474	0.000123011	0.000224014	0.000387137	0.000106115	0.00043621	0.00024868	4.44E-05	0.00016156	0.000339565	0.000248679	0.000522125	0.000435803	0.000408991	0.000243071	0.000152092	0.000450099
KEAP1	0.002121196	0.001557145	0.001167303	0.001299995	0.002923194	0.001990197	0.001764442	0.001503114	0.002279907	0.001597669	0.001151814	0.001726756	0.000997536	0.001421101	0.001431107	0.000424939	0.001911384	0.001279992	0.001231293	0.001278324	0.001217823	0.001442528	0.001375809	0.001367067	0.001190473
KEL	3.99E-05	1.18E-05	2.45E-06	1.20E-05	0.00045416	4.13E-05	1.22E-05	1.58E-05	2.05E-05	1.41E-05	3.17E-05	1.19E-05	1.16E-05	1.05E-05	1.15E-05	4.47E-05	2.37E-05	3.45E-05	1.08E-05	1.26E-05	2.40E-05	5.24E-05	3.87E-06	1.05E-05	3.18E-06
KIF1B	0.000887398	0.001080016	0.001733602	0.001523416	0.001657411	0.000998212	0.001446855	0.001821539	0.001012794	0.001557584	0.001642867	0.00139204	0.000786512	0.001040972	0.00079856	0.000206343	0.001110514	0.002336558	0.001800371	0.00184822	0.002028556	0.002531562	0.000928401	0.001257841	0.001589381
KIT	0.000466962	0.000703803	0.000252026	0.000332395	0.001252708	0.000587154	0.000218499	0.000352828	0.000568136	0.000291749	0.000582301	0.000488801	0.000106628	0.000389114	0.000386102	0.000723626	0.000682266	0.00044183	0.00054643	0.000618089	0.000406314	0.00521047	0.000325582	0.000690361	0.001079731
