geneid	Sam_20CF30184F	Sam_20FC40151F	Sam_20FC40237F	Sam_20FC40679F	Sam_20FC40819F	Sam_20FC40828F	Sam_20FC40862F	Sam_20FC40894F	Sam_20FC40946F	Sam_20ZN11229T	Sam_20ZN11880F	Sam_20ZN13419F	Sam_20ZN13511F	Sam_20ZN13514F	Sam_20ZN14432T	Sam_20ZN14604F	Sam_20ZN21802F	Sam_20ZN22517F	Sam_20ZN22870F
ID3	0.000241606	7.92E-05	0.000590097	0.000237667	0.000607554	0.00016393	0.001380986	0.000236673	0.000161823	0.000728611	0.000114202	0.000295101	0.000222665	0.000808263	0.000151034	0.000426382	5.12E-05	2.27E-05	0.000647443
IDH1	0.001146297	0.005268376	0.002202008	0.00074636	0.001492063	0.00136336	0.000674193	0.001865613	0.001329188	0.000170143	0.002192954	0.001030614	0.000783585	0.000631931	0.000899749	0.000805347	0.00059776	0.000367117	0.000745532
IDH2	0.004766645	0.005908004	0.007575398	0.000868061	0.001079096	0.002104722	0.001420921	0.006628963	0.003577959	0.00432884	0.007075795	0.000791568	0.00160129	0.001553713	0.000610294	0.001605288	0.001413155	0.000437216	0.001519952
IFNGR1	0.000175818	0.001407953	0.000911779	0.00037561	0.000467906	0.000173313	0.000339919	0.000354081	0.000400034	0.000491938	0.000802397	0.000390761	0.000517852	0.00020594	0.000226259	0.000301352	0.000423473	0.000250036	0.000454011
IGF1	0.000374344	7.93E-05	0.00211502	0.000202296	1.81E-05	3.76E-05	0.000255334	0.000240199	0.000238366	0.000823186	0.000258452	8.08E-05	8.47E-05	8.75E-05	2.66E-05	0.000193694	0.000523458	0.027168631	0.000134948
IGF1R	0.001894219	0.001488252	0.00268953	0.001003265	0.001037272	0.000718216	0.001814678	0.001109509	0.001535133	0.001816343	0.001046984	0.001136745	0.001962601	0.000913741	0.002866668	0.001122244	0.001152064	0.000673906	0.001582927
IGF2	0.000239833	0.005887843	0.001529145	6.83E-05	7.26E-05	4.73E-05	0.000127498	0.000212783	0.000538012	0.000186656	0.000182427	9.38E-05	0.000114142	9.99E-05	2.65E-05	0.000175199	0.000384507	0.000110944	0.000181013
IKBKE	0.0005308	0.000480652	0.000425222	2.22E-05	7.19E-05	2.09E-05	7.72E-05	0.000457111	0.000364602	0.000153269	0.00048774	2.36E-05	0.000110456	8.88E-05	9.68E-05	2.96E-06	0.000112415	0.000715036	8.97E-05
IKZF1	3.04E-05	2.35E-05	2.43E-05	3.88E-05	2.57E-05	2.01E-05	0.000209043	4.45E-06	1.37E-05	0.000536788	5.90E-05	4.15E-05	0.000190992	3.00E-05	3.45E-05	6.64E-05	1.32E-05	0.000738101	0.000227692
IL10	4.97E-05	1.42E-05	7.41E-06	2.79E-06	8.08E-07	1.42E-06	0	4.68E-06	4.44E-06	1.49E-05	1.70E-05	6.08E-06	4.14E-06	7.44E-06	1.99E-06	4.82E-06	1.71E-05	0	6.94E-06
IL7R	0.00045385	0.001560036	0.000243533	8.39E-05	2.60E-05	1.28E-05	0.00012125	0.000205823	0.000855049	0.000229562	0.001935681	4.47E-05	0.00017898	3.87E-06	1.16E-05	0.000115277	0.000345449	0.002137543	0.000167704
INHA	0.000759281	2.20E-05	1.20E-05	0	6.58E-07	4.13E-07	0	8.48E-06	9.65E-06	0.001266074	5.30E-06	8.23E-07	3.26E-06	8.52E-07	2.91E-05	0	4.78E-05	9.76E-05	1.12E-05
INHBA	0.001688307	0.001713005	0.006496486	0.000442492	0.000107698	0.000123854	0.000247382	0.00110499	0.002726143	0.000758104	0.000467142	0.000543197	0.000300506	3.63E-05	0.000197885	0.000388952	0.000980086	0.000507056	8.43E-05
INPP4A	0.0003354	0.00026009	0.000349539	5.07E-05	3.19E-05	3.17E-05	5.72E-05	0.00026244	0.000250095	6.13E-05	0.000334356	4.11E-05	9.57E-05	3.39E-05	4.17E-05	4.37E-05	0.000213167	0.000236019	8.09E-05
INPP4B	0.00018775	0.000321932	0.000516756	8.92E-05	8.00E-05	1.39E-05	4.83E-05	0.000142671	0.000108154	6.93E-05	0.000330198	0.000198763	9.49E-05	6.66E-05	1.90E-05	7.52E-05	0.00021577	0.00011505	3.43E-05
INSR	0.001659063	0.001087876	0.00246859	3.56E-05	7.60E-05	6.60E-05	0.000177365	0.000797462	0.001012214	8.24E-05	0.001047005	4.51E-05	0.000170927	5.99E-05	0.000132637	5.81E-05	0.00101156	2.02E-05	0.000140494
IRF2	0.000795734	0.000957985	0.001144959	0.000198333	0.000332824	0.000216989	0.000416159	0.00069725	0.000949382	7.83E-05	0.001160123	0.000218851	0.000343358	0.000208343	0.000386641	0.000295721	0.000428435	1.03E-05	0.000307786
IRF4	0.000502206	0.000544834	1.68E-05	4.50E-06	2.32E-05	1.47E-06	0.000220678	0.000124218	0.000332629	0.000427969	0.000908771	1.35E-05	0.000138277	3.55E-06	2.01E-05	2.12E-05	5.74E-05	0.000169531	0.000154129
IRS1	0.000989934	0.000498251	0.000526856	2.25E-05	0.000133207	9.72E-05	0.000121433	0.000299492	0.000308977	0.00043464	0.000337529	0.000153265	0.000121903	7.02E-05	4.90E-05	0.000118935	0.000236088	0.000295755	8.98E-05
IRS2	0.000995616	7.37E-05	0.000351234	1.54E-05	2.65E-05	0.000168027	0.000196615	0.000142017	0.000318692	0.000161433	0.000172468	7.55E-05	0.000120408	9.59E-05	0.00027543	7.40E-05	0.000163763	0.000138581	7.17E-05
JAK1	0.001891779	0.003127	0.005651344	0.001988217	0.002735171	0.001885491	0.003258422	0.002033843	0.001705621	0.000992599	0.00297393	0.002762174	0.003571911	0.001738498	0.002033934	0.002605193	0.001420379	0.00100245	0.002681127
JAK2	0.000240963	0.00067253	0.001165312	0.000394579	0.000743748	0.000129233	0.00047845	0.000409356	0.000333198	0.000293037	0.000822848	0.000317383	0.000891717	0.000219897	0.000198733	0.000435198	0.00044624	0.001244538	0.000434307
JAK3	0.000870346	0.000623223	0.000862392	0.00014722	9.69E-05	5.41E-05	0.00065297	0.000409132	0.000750722	0.000988928	0.001377575	0.000106563	0.000407431	6.72E-05	0.000104579	0.000210008	0.000382147	0.000356275	0.00051782
JUN	0.006648224	0.001889034	0.001929071	0.001799289	0.002838336	0.004100317	0.003216046	0.005282539	0.002774377	0.006089516	0.001558538	0.002032098	0.00443845	0.002873904	0.003705361	0.003447792	0.001900961	0.000571079	0.006264547
KCNJ5	0.000367453	1.16E-05	7.96E-05	6.74E-06	3.37E-06	4.51E-06	5.46E-06	8.16E-06	2.80E-05	0.000733962	5.59E-06	6.59E-06	9.44E-06	1.28E-05	1.59E-05	1.13E-06	0.000186281	0.000415786	1.89E-05
KDM5A	0.000267828	0.000446689	0.000383578	8.68E-05	9.40E-05	4.61E-05	8.15E-05	0.00029629	0.00025963	0.000180122	0.000419349	6.37E-05	0.00013946	0.00010948	9.90E-05	9.12E-05	0.000235846	0.001502715	8.05E-05
KDM5C	0.000654819	0.000480647	0.000558747	0.000110165	0.000285907	0.000104162	0.000195527	0.000467923	0.000418625	0.000244439	0.000404643	0.000158854	0.000173741	0.000205729	0.00017817	9.44E-05	0.000191702	8.64E-05	0.000112033
KDM6A	0.00056819	0.001092184	0.00080608	0.000705986	0.001572559	0.001285336	0.000778235	0.000448546	0.00029852	0.001249359	0.00083239	0.001078807	0.000907598	0.000638339	0.000757945	0.000663853	0.000303566	0.003287441	0.000594109
KDR	0.000456876	0.000495238	0.001291082	0.000305443	0.000148566	0.000133392	0.000167236	0.000225287	0.000294619	0.000416602	0.000559276	0.000174919	0.000222291	0.000132598	0.000118733	0.00036725	0.000207226	0.00112921	0.000220852
KEAP1	0.001928718	0.001649736	0.001509757	0.000146193	0.000227112	0.000336847	0.000330918	0.001331925	0.001278077	0.00052434	0.00126609	0.000142323	0.000284041	0.000404172	0.000533825	0.000224347	0.000508721	0.000267581	0.00032158
KEL	9.38E-05	6.04E-06	1.45E-05	6.98E-07	1.44E-06	1.53E-06	0	1.18E-05	1.83E-05	2.21E-05	2.08E-05	3.13E-07	2.47E-06	4.79E-06	3.85E-06	0	7.93E-06	0	2.13E-06
KIF1B	0.001156636	0.001018498	0.001654155	1.11E-05	4.00E-05	2.31E-05	1.77E-05	0.000696412	0.000593725	3.77E-05	0.001001752	1.79E-05	2.49E-05	4.95E-05	2.25E-05	1.56E-05	0.000556778	1.13E-05	2.06E-05
KIT	0.000302426	0.00083048	0.000709818	0.000103859	0.000223344	9.18E-06	0.000843151	0.000125736	0.000112225	0.001395108	0.000729211	0.000121412	0.000471919	3.15E-05	0.000355235	0.000538837	0.000196969	0.000473642	0.000459053
KLF4	0.001324444	0.001100272	0.001237069	0.000102976	0.000710764	0.000113571	0.000533864	0.000495553	0.001195083	0.000311567	0.001500411	0.000306221	0.000323693	0.000349089	0.000103662	0.000464855	0.000606941	6.35E-05	0.001033935
KLHL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRAS	6.53E-05	0.000327298	0.000168011	0.000406947	0.000235542	0.000138903	0.000121483	9.83E-05	0.000102107	0.000281395	0.000120272	0.000406461	0.000263346	0.00023997	0.000144609	0.000249822	0.00012672	0.000693964	0.000176854
LATS1	0.000406162	0.000696108	0.000648394	0.000165773	0.000152157	0.000115459	0.000146528	0.000511699	0.000298072	0.000333347	0.000513449	0.000141048	0.000222031	9.73E-05	0.000198884	0.000186062	0.000455969	0.000954842	0.000131707
LATS2	0.000855631	0.00019163	0.000780246	2.75E-05	2.96E-05	3.25E-05	3.73E-05	0.000271629	0.000372722	0.000189562	0.000219677	5.32E-05	7.56E-05	9.62E-06	4.16E-05	2.03E-05	0.000246724	0.000102671	5.52E-05
LMO1	0.000217582	2.00E-07	4.14E-07	0	0	1.63E-07	2.34E-05	3.76E-06	5.47E-07	0.000215822	2.79E-07	1.20E-07	4.48E-07	0	7.12E-06	3.81E-07	3.45E-06	2.93E-05	8.00E-07
LRP1B	0.000220219	7.59E-07	4.39E-06	3.61E-06	3.33E-07	2.71E-07	1.94E-06	6.65E-06	6.20E-06	0.000296837	6.67E-06	2.11E-06	5.34E-06	6.70E-06	1.09E-05	3.71E-06	4.79E-06	0.001606867	6.35E-06
LYN	0.00075107	0.000844888	0.000840834	0.000772355	0.000635433	0.000347492	0.000759631	0.000319412	0.000518718	0.000527821	0.001205642	0.001002787	0.000652132	0.000717311	0.000549518	0.000663831	0.00038242	0.000229406	0.000481145
LZTR1	0.002592352	0.000543498	0.001225277	0.000113585	0.000264994	0.000283934	0.000407333	0.000652521	0.001022943	0.000137374	0.000615435	0.000142283	0.00030857	0.00031057	9.99E-05	0.000184192	0.000380742	0	0.000326837
MAGI2	0.000245025	1.31E-05	0.000194191	2.64E-06	1.06E-07	1.17E-06	7.58E-06	2.94E-05	3.11E-05	0.000595319	2.97E-05	7.22E-06	2.37E-05	2.02E-06	1.11E-05	4.50E-07	2.43E-05	0.000813302	1.43E-05
MALT1	7.82E-05	0.000169879	0.000187754	3.71E-05	4.01E-05	1.68E-05	3.39E-05	9.47E-05	7.09E-05	1.07E-05	0.000123149	5.07E-05	4.48E-05	2.18E-05	3.13E-05	3.72E-05	0.000111131	7.64E-06	2.65E-05
MAP2K1	0.000634287	0.000769273	0.001141587	0.000341425	0.000558792	0.000488895	0.00054647	0.000534789	0.000911532	0.002449893	0.000688245	0.00040344	0.000527533	0.000655823	0.000370225	0.00039716	0.000384284	0.000235004	0.000546991
MAP2K2	0.003832875	0.002871898	0.003946151	0.00210096	0.002941643	0.003629408	0.006615489	0.00396195	0.005579675	0.012882345	0.002973785	0.001851671	0.003716449	0.004958234	0.002557493	0.00224274	0.00190389	0.001198071	0.006860895
MAP2K4	8.27E-05	0.000181741	0.000241279	4.35E-05	3.37E-05	2.49E-05	4.77E-05	9.58E-05	6.72E-05	5.21E-06	0.000131516	5.31E-05	7.64E-05	1.53E-05	3.36E-05	2.33E-05	9.32E-05	2.12E-05	5.27E-05
MAP3K1	0.000202446	0.000333109	0.000452018	7.20E-05	7.59E-05	8.71E-05	6.55E-05	0.000292147	0.00015978	0.000228137	0.000422769	0.000240808	7.26E-05	4.96E-05	5.10E-05	8.41E-05	0.000277357	0.000461737	4.60E-05
MAP3K13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	0.000189252	7.42E-05	6.42E-05	1.43E-05	1.44E-05	8.62E-06	1.97E-05	0.000104353	0.000112595	2.07E-05	0.000132439	1.16E-05	2.87E-05	1.62E-05	1.19E-05	1.20E-05	5.55E-05	7.34E-06	4.00E-05
MAPK1	0.002901894	0.002593658	0.003009081	0.002163505	0.002395789	0.002747371	0.001705682	0.001114816	0.001069638	0.000314971	0.001690741	0.003120504	0.002511009	0.001931827	0.001633176	0.00257887	0.001488032	3.62E-05	0.001753342
MAPK3	0.001011443	0.001131856	0.001836903	0.000238548	0.000335118	0.000566249	0.000753079	0.00182348	0.000840144	0.000723707	0.001688969	0.000845168	0.000568759	0.000638425	0.000778429	0.000247431	0.000548202	6.15E-05	0.001364363
MAX	0.000425132	0.000782055	0.000620085	0.000166699	0.000349674	0.000177347	0.000127828	0.00028111	0.000407531	0.000350533	0.00061536	0.000224941	0.000267626	0.000218815	0.000204161	0.000260003	0.000489946	0.00027401	0.000198916
MCL1	0.002152893	0.001704505	0.002387807	0.000483799	0.000554503	0.000462368	0.000730591	0.001677919	0.003133022	0.000442576	0.002015288	0.000563928	0.000838017	0.00039416	0.000425332	0.000591503	0.001555417	0.000160489	0.001066704
MDC1	0.001525589	0.000733704	0.000285954	1.91E-07	7.80E-07	2.00E-07	0	0.000717544	0.000393914	1.89E-06	0.000441829	2.91E-07	3.83E-08	0	4.06E-07	6.26E-07	0.000293808	2.43E-06	2.86E-07
MDM2	0.001952123	0.003201782	0.001827378	0.002290318	0.006693517	0.001329333	0.002996097	0.000995099	0.002537872	0.000701163	0.002067496	0.001650309	0.002780606	0.002570076	0.00088728	0.003038564	0.001794222	0.000735056	0.00091087
MDM4	0.001531758	0.002011141	0.001867184	0.001289973	0.00168863	0.000895146	0.002052694	0.001449841	0.001100439	0.001244969	0.00175527	0.001254826	0.002428341	0.002028882	0.002243203	0.001373026	0.000929167	0.000643321	0.001589059
MED12	0.002070809	0.00184598	0.002829897	3.31E-05	2.49E-05	2.54E-05	9.45E-05	0.001789517	0.001202312	0.000106937	0.001987081	3.77E-05	9.99E-05	0.000130675	7.49E-05	2.52E-05	0.000737278	8.21E-07	9.33E-05
MEF2B	0.000151745	0.000110094	8.71E-05	6.41E-06	3.19E-06	3.29E-06	4.72E-05	6.35E-05	0.000158135	2.40E-06	0.000171603	4.54E-06	4.26E-05	1.74E-05	9.91E-06	0	5.72E-05	0	5.15E-05
MEN1	0.001863271	0.000565388	0.000843818	4.94E-05	9.88E-05	8.93E-05	0.000103608	0.000479817	0.000834785	0.000209767	0.000657956	7.31E-05	0.000109899	0.000170927	4.74E-05	6.57E-05	0.000220338	9.08E-05	0.000112006
MET	0.00205542	0.003932764	0.002632227	0.005494892	0.007398704	0.010405559	0.001978364	0.001896707	0.000591567	0.003942497	0.001290808	0.008758223	0.001842862	0.004597978	0.004222247	0.005131969	0.002154119	0.006996265	0.000999063
MGA	0.000906094	0.001284183	0.001275019	4.28E-05	0.000112283	6.39E-05	5.34E-05	0.000864656	0.00078234	9.93E-05	0.000823379	6.06E-05	7.66E-05	7.17E-05	9.65E-05	9.62E-05	0.000568746	1.00E-04	5.31E-05
MITF	0.001129631	0.000329362	0.001644656	2.57E-05	8.15E-06	3.22E-06	1.22E-05	0.000549903	0.000807688	6.17E-06	0.000316079	2.69E-05	7.12E-05	3.64E-06	6.49E-06	3.07E-05	0.000219857	2.19E-05	3.02E-05
MLH1	0.001606607	0.001112808	0.001034158	0.0007162	8.96E-05	0.000504508	0.000967938	0.000766305	0.00046	0.003451168	0.001221525	0.000659052	0.001292908	0.001117714	0.000906227	0.001023696	0.000532887	0.009719432	0.001089404
MLH3	0.000581109	0.00088801	0.000764191	1.16E-05	1.03E-05	7.46E-06	2.25E-05	0.000567475	0.000358245	0.000143724	0.000505956	1.32E-05	2.07E-05	9.93E-06	2.13E-05	5.72E-06	0.000440129	3.06E-05	1.40E-05
MMP2	0.000809139	0.000732292	0.004224415	0.000561077	0.000182664	6.53E-05	0.000111804	0.000800248	0.002615004	5.58E-05	0.000560785	0.000365371	0.000699831	2.06E-05	3.78E-05	0.000638985	0.000674524	6.87E-06	0.000783568
MPL	0.000170082	5.75E-06	1.48E-05	3.61E-06	1.01E-05	7.06E-06	1.31E-05	1.25E-05	1.13E-05	0.000671681	9.62E-06	5.82E-06	1.10E-05	1.14E-05	2.76E-05	8.33E-06	6.66E-06	0.000958278	7.60E-06
MSH2	0.001652979	0.001979451	0.001067343	0.001141771	0.001021677	0.00064528	0.000934951	0.00179003	0.001039986	0.002172263	0.000797029	0.00105894	0.00098305	0.000950514	0.001103997	0.001135328	0.000479355	0.005124918	0.000637867
MSH3	0.000324914	0.000573097	0.000513021	3.76E-05	5.84E-05	5.97E-05	9.21E-05	0.000488782	0.000239154	2.79E-05	0.000459363	5.64E-05	5.89E-05	6.84E-05	6.75E-05	7.15E-05	0.000239676	4.03E-05	4.68E-05
MSH6	0.001249665	0.00219645	0.001386304	0.001480735	0.0020567	0.000802737	0.001036162	0.001909203	0.000828615	0.004800433	0.001004329	0.001321734	0.001207064	0.001871554	0.002314858	0.001678139	0.000944271	0.006102523	0.000991215
MSR1	0.000383013	0.000216619	0.001333538	1.13E-06	2.76E-07	5.74E-08	0	0.00020399	0.000373166	0	0.000119479	3.11E-06	6.83E-06	9.18E-06	5.14E-08	6.07E-07	0.000549967	0	2.95E-07
MST1	0.000543293	0.000149856	0.000158316	4.78E-06	2.53E-05	6.72E-05	3.16E-05	0.000207376	0.000519525	4.67E-05	0.000375193	4.67E-06	2.77E-05	1.85E-05	8.16E-06	4.70E-06	5.70E-05	0	1.77E-05
MST1R	0.002731847	0.001177241	0.001128682	9.39E-05	0.000253525	0.000155324	0.000315867	0.002164244	0.002005514	0.000112351	0.001686819	0.000126602	0.000124674	0.000254727	9.94E-05	0.000167565	0.000628437	9.55E-05	0.000249069
MTHFR	4.57E-05	2.10E-05	3.51E-05	2.46E-05	7.86E-05	6.62E-05	0.00012468	3.81E-05	3.48E-05	0.000169399	5.44E-05	4.04E-05	7.03E-05	8.19E-05	4.13E-05	4.06E-05	1.34E-05	9.27E-05	0.000114381
MTOR	0.00206426	0.001612966	0.001862491	0.000260838	0.000576625	0.000426597	0.000614283	0.001381713	0.001206619	0.000133946	0.001489003	0.000331727	0.00057361	0.0005443	0.000431391	0.000314282	0.0006516	0.000122548	0.00061131
MUC16	0.000166145	5.06E-06	5.80E-06	6.99E-08	1.14E-06	1.20E-08	2.07E-07	7.56E-07	1.68E-06	3.24E-05	4.70E-06	2.15E-05	4.07E-08	5.68E-08	1.02E-06	2.71E-07	0.000371915	0.000112005	2.90E-08
MUTYH	0.001675434	0.000531949	0.000823534	0.000289657	0.001242138	0.000513163	0.001102122	0.000771336	0.000921081	0.000516281	0.000809557	0.000383667	0.000491763	0.000641245	0.000626436	0.000478797	0.000203618	0.000822118	0.000620744
MYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCN	0.000479168	9.47E-05	4.21E-05	3.88E-06	7.41E-05	1.20E-06	1.90E-05	3.75E-05	9.34E-05	0.001233434	6.83E-05	9.42E-06	1.29E-05	1.15E-05	8.70E-05	1.42E-05	8.08E-06	0.001504577	1.04E-05
MYD88	0.001164013	0.000834411	0.001052721	0.000234462	0.000382147	0.000252407	0.00058786	0.000779302	0.001049661	0.003137723	0.001045283	0.00048687	0.000569732	0.000744013	0.000469796	0.000338671	0.000371189	0.004421334	0.000829645
MYOD1	0.00076909	0	1.56E-05	0	0	7.92E-08	1.40E-06	0	4.22E-06	0.000634759	0	0	0	9.36E-08	1.63E-05	0	1.79E-06	0.00029255	1.93E-07
NBN	0.000583315	0.000672256	0.000450049	0.001271577	0.000848254	0.00055314	0.000387589	0.000206235	0.000176577	0.000304837	0.000494985	0.000808557	0.000945739	0.000554927	0.000558025	0.00093588	0.000361004	0.003300537	0.000511407
NCOA3	0.000650533	0.000477874	0.000561164	0.000684555	0.000448384	0.001210283	0.000459644	0.00035388	0.000212789	0.000610956	0.000422935	0.000699594	0.001017967	0.000379496	0.000490002	0.000490258	0.000248702	0.003358458	0.000452226
NCOR1	0.002982495	0.004124695	0.002910838	0.00035134	0.00100724	0.000225678	0.000603342	0.002831954	0.002672438	8.22E-05	0.004703586	0.000472194	0.000857037	0.000320717	0.000387489	0.000592583	0.001912568	0.002145751	0.000522793
NEGR1	0.000113671	4.95E-05	8.18E-05	1.81E-05	3.66E-07	4.81E-08	2.89E-06	6.32E-05	3.01E-05	4.61E-06	3.10E-05	8.34E-06	5.55E-05	9.69E-07	5.07E-07	3.30E-05	8.25E-05	3.64E-06	3.87E-05
NF1	0.001597551	0.002658918	0.002229659	0.002383808	0.002335311	0.001568741	0.001511946	0.0009388	0.000578864	0.00197449	0.001371042	0.002127754	0.002864987	0.002075885	0.001356823	0.002089703	0.000987884	0.002177303	0.001365573
NF2	0.000886435	0.001381015	0.001865997	5.44E-05	9.02E-05	6.08E-05	6.86E-05	0.000750632	0.001114777	2.71E-05	0.001141055	7.39E-05	8.41E-05	0.000123164	6.93E-05	9.17E-05	0.00053109	1.24E-05	0.00010645
NFE2L2	0.000437145	0.00205366	0.001134027	0.001068249	0.000819889	0.001063656	0.000779638	0.000876729	0.000507832	0.001011343	0.000900562	0.001385598	0.000893933	0.000597862	0.000866666	0.001190188	0.000801095	0.005107806	0.000718491
NFKBIA	0.002379329	0.002204208	0.00158162	0.00139972	0.002137845	0.0004969	0.002712664	0.000742487	0.006763594	0.002709119	0.002150241	0.001182342	0.002600169	0.001783295	0.001672723	0.004190261	0.002298566	0.00382687	0.003192748
NKX2-1	0.002021345	6.97E-07	2.14E-06	0	6.51E-07	0	1.37E-05	0	2.92E-06	0.001029269	3.13E-05	5.20E-07	1.78E-07	0	3.41E-05	5.39E-06	2.40E-06	0.000448061	5.07E-06
NKX3-1	3.14E-05	2.37E-06	6.96E-06	1.79E-06	4.90E-06	2.26E-06	2.92E-06	3.74E-06	1.12E-05	0.000413597	7.78E-06	2.06E-06	7.31E-06	5.94E-07	6.24E-06	2.18E-06	4.83E-06	2.59E-05	4.52E-06
NOTCH1	0.004697685	0.002939067	0.003309165	0.000447718	0.002377551	0.000781303	0.001479433	0.004751285	0.003832909	0.001352568	0.002068604	0.00049159	0.001126932	0.000825642	0.002056878	0.001257761	0.000789902	0.000617798	0.001228451
NOTCH2	0.001431413	0.001064077	0.005377605	1.79E-05	1.48E-05	1.63E-05	5.94E-05	0.000933182	0.001452659	6.57E-05	0.001001242	3.37E-05	7.16E-05	4.47E-05	3.42E-05	1.65E-05	0.000791658	0.000194106	7.30E-05
NOTCH3	0.001477117	0.00063177	0.009095654	4.42E-05	3.19E-05	4.58E-05	7.54E-05	0.001322964	0.001543716	0.00012522	0.00053556	4.14E-05	8.34E-05	5.65E-05	4.17E-05	5.45E-05	0.000615353	5.84E-05	9.85E-05
NOTCH4	0.001318551	0.00023553	0.001145565	1.18E-05	7.06E-06	1.19E-05	6.53E-05	0.000387758	0.000568285	0.000269706	0.00031883	1.39E-05	1.96E-05	1.23E-05	1.95E-05	1.49E-05	0.000180507	0.000554268	3.67E-05
NPM1	0.008963261	0.023597921	0.013440331	8.00E-07	3.47E-06	1.76E-06	3.93E-06	0.007048662	0.013646333	4.92E-07	0.011735139	1.49E-06	4.57E-06	8.55E-06	2.53E-06	1.88E-06	0.007491215	0	1.02E-06
NQO1	0.000225903	0.000555125	0.000466193	0.000268914	6.91E-05	0.00027783	0.000299265	0.000678378	0.000238043	9.10E-05	0.000214562	0.00055318	0.00020768	0.000227715	0.000158871	0.000102214	0.000224248	1.99E-05	0.000194936
NRAS	9.67E-05	0.000273084	0.00029987	0.000169347	0.00010719	0.000187839	7.48E-05	0.00013978	6.72E-05	3.58E-05	0.000179255	0.000184884	0.000172018	0.000146349	0.000129379	0.000134716	9.48E-05	1.97E-05	9.21E-05
NRG1	0.000917986	0.00071298	0.000255911	2.40E-05	9.78E-05	1.63E-05	9.50E-05	0.000164897	0.000114403	0.00127337	0.000687283	3.54E-05	6.42E-05	8.46E-07	1.15E-05	0.000175976	2.65E-05	0.001379344	0.000196762
NSD1	0.000522765	0.000758433	0.000718363	7.86E-05	0.000124404	6.23E-05	0.000105558	0.000708695	0.000736223	0.000159923	0.000714076	8.68E-05	4.60E-05	5.53E-05	6.61E-05	9.77E-05	0.00040417	6.98E-05	8.14E-05
NTRK1	0.000325869	7.65E-06	4.25E-05	1.37E-05	4.32E-06	9.73E-07	0.000102715	2.29E-05	2.52E-05	0.000775381	3.72E-05	8.47E-06	2.49E-05	1.52E-06	3.24E-05	1.76E-06	1.69E-05	0.001758075	2.23E-05
NTRK2	0.000481079	8.69E-05	0.000268371	3.50E-05	4.83E-06	1.26E-05	3.99E-05	0.00087261	3.44E-05	0.000111979	4.28E-05	1.79E-05	5.51E-05	2.44E-05	0.000498401	3.15E-05	0.000526275	9.25E-05	3.83E-05
NTRK3	0.000188773	1.26E-05	7.18E-05	4.74E-05	1.03E-05	5.72E-06	0.000155151	3.92E-05	3.25E-05	0.001243949	1.93E-05	2.93E-05	8.49E-05	2.58E-05	3.92E-05	3.97E-05	5.82E-05	0.000897001	7.90E-05
NUP93	0.000544777	0.000709203	0.000358299	4.64E-05	6.38E-05	5.11E-05	2.84E-05	0.000515497	0.000302839	6.85E-05	0.000401253	3.04E-05	5.93E-05	6.93E-05	8.32E-05	3.56E-05	0.000184878	0.000281872	7.04E-05
PAK1	0.000401827	0.000370422	0.000387863	0.000171874	0.000227206	0.000185927	0.000224981	0.000242591	0.000193518	6.94E-05	0.000453887	0.000318739	0.000272062	0.000285222	0.000201709	0.000149527	0.00018378	0	0.000197144
PAK3	3.23E-05	8.55E-06	4.78E-05	5.53E-06	1.35E-06	1.86E-07	2.22E-05	6.08E-06	3.23E-06	5.24E-05	1.39E-05	3.40E-06	1.24E-05	2.92E-06	1.81E-06	1.94E-05	0.000282295	0.000143931	1.03E-05
PALB2	0.000485214	0.000628492	0.000469926	0.000458975	0.000577387	0.000468006	0.000453879	0.000589533	0.000241387	0.002195628	0.000404426	0.000657634	0.000517024	0.000547667	0.000472662	0.000497378	0.000260733	0.002687139	0.000302281
PARK2	6.09E-05	1.40E-05	5.00E-05	5.87E-07	8.17E-06	2.65E-06	1.51E-05	3.26E-05	3.69E-05	7.20E-05	4.74E-05	6.74E-06	5.12E-05	9.30E-06	1.13E-05	1.09E-05	1.20E-05	0.000351788	3.45E-05
PARP1	0.001321837	0.001184051	0.000654971	0.000130426	0.00035217	0.00013197	0.000189377	0.001318755	0.001384239	0.000104788	0.000997163	0.000129951	0.000267438	0.000429571	0.000279116	0.000133574	0.000465969	0.000176752	0.000212423
PAX5	0.000268241	5.04E-05	1.38E-05	2.21E-05	2.77E-06	1.99E-07	0.000168854	2.17E-05	1.06E-05	0.001474161	0.000212662	1.64E-05	8.95E-05	6.54E-06	9.46E-05	4.13E-05	2.73E-05	0.000622873	0.000265353
PBRM1	0.001887605	0.002025622	0.001335496	0.001096441	0.001284398	0.000640371	0.000957871	0.001024002	0.000650064	0.003502522	0.001374817	0.001034747	0.001915935	0.000960326	0.001536594	0.000949334	0.000729816	0.002318166	0.000990843
PDCD1	0.000499759	2.72E-05	1.20E-05	2.45E-06	2.39E-06	1.00E-06	8.35E-06	1.85E-05	4.22E-05	0.000376179	4.49E-05	2.34E-06	1.44E-05	1.49E-06	1.32E-05	5.60E-06	5.09E-05	0	2.54E-05
